2765,5713,6426,3596,1374,4811,2182,544,3394,2840,4310,771
4951,211,2208,723,1246,2928,398,5739,265,5601,5993,2615
210,4730,5777,3096,4282,6238,4939,1119,6463,5298,6320,4016
4167,2063,4757,3157,5664,3956,6045,563,4284,2441,3412,6334
4201,2428,4474,59,1721,736,2997,428,3807,1513,4732,6195
2670,3081,5139,3736,1999,5889,4362,3806,4534,5409,6384,5809
5516,1622,2906,3285,1257,5797,3816,817,875,2311,3543,1205
4244,2184,5415,1705,5642,4886,2333,287,1848,1121,3595,6022
2142,2830,4069,5654,1295,2951,3919,1356,884,1786,396,4738
0,2161,2653
1,1380,1461
2,2502,3707
3,3971,1057
4,5985,6062
5,1733,6028
6,3786,1936
7,4292,956
8,5692,3417
9,266,4878
10,4913,3247
11,4763,3937
12,3590,2903
13,2566,4215
14,5208,4707
15,3940,3388
16,5109,4556
17,4908,4177
